대표슈퍼코드,대표슈퍼명,판매처코드,판매처명
6014754,■和歌山県農業協同組合連合会,1301624,旭食品株式会社和歌山支店
6014802,■株式会社酒のカワサキグループ,1300183,カナカン株式会社食品七尾営業所
6014803,■株式会社ハローズ（大阪）,1300064,伊藤忠食品株式会社中四国支店
6014833,■有限会社中村商事,1301396,ユアサ・フナショク株式会社埼玉支店
6014848,■有限会社菜佳,1301804,加藤産業株式会社南近畿支社阪南支店
6014876,■元三フード株式会社,1300010,加藤産業株式会社北近畿支社京都支店
6014887,■株式会社サンフレッシュ,1301625,旭食品株式会社京都支店
6014888,■株式会社ローソン,1303006,三菱食品株式会社ＣＶＳ本部
6016046,■本間物産販売株式会社,1301279,丸大堀内(株）みやぎ支店
6016047,■スター株式会社,1300029,今津株式会社
6016081,■三河屋コーポレーション株式会社,1301336,ユアサ・フナショク株式会社松戸支店
6016108,■株式会社コスギ,1303187,三菱食品株式会社中部支社加食営業第二部
6016114,■株式会社Ａマートアブヤス,1301253,国分九州株式会社鹿児島支店
6016266,■協同組合亀岡ショッピングセンター,1301625,旭食品株式会社京都支店
6016267,■株式会社ミワ商店,1300059,旭食品株式会社四国支店
6016297,■ウエルマート株式会社,1300019,加藤産業株式会社西近畿支社神姫支店
6016298,■株式会社アスタラビスタ,1301951,加藤産業株式会社九州支社長崎支店
6016325,■株式会社マルダイ,1301282,ボーキ佐藤株式会社秋田支店
6016386,■株式会社マツモト,1302019,三菱食品株式会社関西支社営業第四部
6016412,■生活協同組合コープさっぽろ,1301700,加藤産業株式会社北海道支社札幌支店
6016517,■株式会社ストックニシノ,1300052,旭食品株式会社大阪南支店
6016541,■株式会社マミーマート,1300015,加藤産業株式会社北関東支社埼玉支店
6016542,■株式会社ショッピングセンター坂元,1301853,ヤマエ久野株式会社宮崎支店食品課
6016627,■株式会社いせ屋,1300152,国分九州株式会社
6016654,■株式会社産直,1301803,加藤産業株式会社南近畿支社阪和支店
6016671,■株式会社マルコシ・シーガル・マルシェ・デ・キッチン,1300122,日本アクセス北海道株式会社加工食品部
6016732,■株式会社アンフレ,1303189,ヤマエ久野株式会社大阪支店食品課
6016756,■株式会社伊藤チェーン,1300195,ボーキ佐藤株式会社仙台支店
6016784,■株式会社オアシスＭＳＣ,1301609,旭食品株式会社松山支店新居浜営業所
6016968,■有限会社サニーマート,1301683,三菱食品（株）中四国支社四国支店高知ユニット
6017186,■マックスバリュ東北株式会社,1300007,加藤産業株式会社東北支社仙台支店
6017247,■株式会社かましん,1300820,国分関信越株式会社栃木支社
6017286,■有限会社吉田商店,1301654,三井物産流通G（株）首都圏支社中央営業部営業第二室
6017289,■株式会社三徳,1301375,三菱食品株式会社営業第一本部第三グループ
6017334,■株式会社一ウ商事,1301700,加藤産業株式会社北海道支社札幌支店
6017335,■株式会社山形清分,1302952,丸大堀内株式会社山形支店
6017652,■株式会社マルヤ,1300015,加藤産業株式会社北関東支社埼玉支店
6017654,■株式会社ビッグミカエル,1300152,国分九州株式会社
6017744,■株式会社コスモス薬品,1300058,旭食品株式会社関東支店
6017823,■生活協同組合連合会コープ中国四国事業連合,1300028,加藤産業株式会社中四国支社広島支店
6017834,■株式会社ツルハ,1300056,旭食品株式会社首都圏支店
6017839,■株式会社オーシャンシステム,1301894,カナカン株式会社食品新潟営業所
6017840,■明治屋産業株式会社,1301659,三井物産流通グループ株式会社九州支社北部九州営業室
6017889,■株式会社アオイサポート,1300118,株式会社日本アクセス大阪支店
6017899,■荒井商事株式会社,1305046,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6017945,■株式会社安岡,1301421,国分北海道株式会社
6018087,■株式会社フレッシュマート太陽,1300195,ボーキ佐藤株式会社仙台支店
6018314,■有限会社マルナカ,1301254,国分九州株式会社北薩営業所
6018449,■株式会社オズメッセ,1300055,旭食品株式会社松山支店
6018478,■株式会社ニーズ,1300001,ユアサ・フナショク株式会社東京支店
6018488,■株式会社フードウェイ,1301659,三井物産流通グループ株式会社九州支社北部九州営業室
6018489,■イオンマーケット株式会社,1300008,加藤産業株式会社東関東支社千葉支店
6018573,■株式会社キャンドゥ,1300044,三井物産流通G（株）首都圏支社東京営業部営業第一室
6018647,■ビッグボスシバザキ株式会社,1301397,ユアサ・フナショク株式会社千葉支店
6018648,■有限会社江角保商店,1301616,*旭食品株式会社境港支店
6018749,■有限会社フードセンターわたなべ,1300058,旭食品株式会社関東支店
6018940,■株式会社ホームインブルーブメントひろせ,1301235,国分九州株式会社大分支店
6019040,■株式会社フーズランド,1300026,加藤産業株式会社中四国支社高松支店
6019064,■株式会社あけぼの,1301619,旭食品株式会社宮崎営業所
6019095,■吉田食品株式会社,1300773,ヤマエ久野株式会社食品福岡支店
6019114,■大学生活協同組合,1300153,国分西日本株式会社近畿支社
6019155,■三幸株式会社,1300062,伊藤忠食品株式会社東海営業本部
6019179,■株式会社伊能,1301395,ユアサ・フナショク株式会社旭支店
6019182,■富士シティオ株式会社,1302814,国分首都圏株式会社神奈川支社
6019184,■株式会社ワッツ,1303189,ヤマエ久野株式会社大阪支店食品課
6019225,■株式会社ママイ,1301609,旭食品株式会社松山支店新居浜営業所
6019404,■ゲンキー株式会社,1300010,加藤産業株式会社北近畿支社京都支店
6019534,■株式会社九州シジシー,1301519,株式会社日本アクセス鹿児島支店
6019570,■株式会社オンリーワン,1300025,加藤産業株式会社中四国支社岡山支店
6019573,■備前市場株式会社,1301615,旭食品株式会社中国支店
6019574,■エイチ・ツー・オーリテイリング株式会社,1301517,株式会社日本アクセス京都支店
6019575,■スーパーフジタ,1300010,加藤産業株式会社北近畿支社京都支店
6019579,■株式会社ステップ,1301803,加藤産業株式会社南近畿支社阪和支店
6019580,■株式会社大川,1301803,加藤産業株式会社南近畿支社阪和支店
6019581,■株式会社不二屋,1300022,加藤産業株式会社中部支社名古屋支店
6019582,■株式会社モリワキ,1301421,国分北海道株式会社
6019765,■株式会社ユニリビング,1301336,ユアサ・フナショク株式会社松戸支店
6019770,■生協ひろしま,1300028,加藤産業株式会社中四国支社広島支店
6019771,■三角商事株式会社,1300190,コゲツ産業（株）北九州支店
6019773,■株式会社サンモール,1300058,旭食品株式会社関東支店
6019774,■株式会社ふくしま,1302036,国分西日本株式会社山陰支店
6020450,■株式会社光洋,1301359,三菱食品株式会社関西支社営業第二部
6020451,■有限会社アズーロ,1300152,国分九州株式会社
6020520,■株式会社イージャパンアンドカンパニー,1300020,加藤産業株式会社西近畿支社阪神支店
6020609,■株式会社日立物流,1303006,三菱食品株式会社ＣＶＳ本部
6020846,■株式会社チューオースーパー　,1301610,旭食品株式会社徳島支店
6020847,■株式会社岡丸商店,1301803,加藤産業株式会社南近畿支社阪和支店
6020871,■ショップ五条,1300011,加藤産業株式会社北近畿支社北大阪支店
6020900,■株式会社御所リゾート,1301610,旭食品株式会社徳島支店
6020901,■小西青果株式会社(兵庫/くらし快援隊),1305013,旭食品株式会社大阪支店
6021016,■株式会社ダイマル本店,1301519,株式会社日本アクセス鹿児島支店
6021017,■サンキュー株式会社,1300049,国分西日本株式会社山口支店
6021019,■株式会社信濃屋食品,1300099,三菱食品株式会社営業第一本部第一グループ
6021088,■株式会社日之出屋岩橋,1301803,加藤産業株式会社南近畿支社阪和支店
6021595,■株式会社永野,1301853,ヤマエ久野株式会社宮崎支店食品課
6021729,■株式会社木村商店,1301803,加藤産業株式会社南近畿支社阪和支店
6021730,■ＪＡながさき県央,1300126,株式会社日本アクセス長崎支店
6021767,■株式会社ダンクユー,1301951,加藤産業株式会社九州支社長崎支店
6021811,■株式会社フラワーランド,1300056,旭食品株式会社首都圏支店
6021882,■株式会社寺本商事,1301803,加藤産業株式会社南近畿支社阪和支店
6021954,■小山商事株式会社,1301396,ユアサ・フナショク株式会社埼玉支店
6021970,■株式会社モーリ,1300020,加藤産業株式会社西近畿支社阪神支店
6021971,■株式会社北庄(スーパー北庄/大阪),1301804,加藤産業株式会社南近畿支社阪南支店
6022391,■株式会社大和,1300205,〇株式会社マルイチ産商商品事業部松本支店
6022392,■生活協同組合コープみやざき,1301853,ヤマエ久野株式会社宮崎支店食品課
6022393,■株式会社横濱屋,1300088,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022394,■株式会社イトーヨーカ堂,1307130,三井物産流通Ｇ（株）リテールユニットグローサリー事業本部
6022395,■株式会社ライフコーポレーション（東京）,1300099,三菱食品株式会社営業第一本部第一グループ
6022396,■株式会社コモディイイダ,1301375,三菱食品株式会社営業第一本部第三グループ
6022397,■株式会社いなげや,1301402,三菱食品株式会社広域流通本部広域営業グループ
6022398,■株式会社千坂,1300195,ボーキ佐藤株式会社仙台支店
6022400,■株式会社ニュークイック,1300123,株式会社日本アクセス神奈川支店
6022401,■株式会社エース（北野エース）,1300099,三菱食品株式会社営業第一本部第一グループ
6022402,■藤桂京伊株式会社,1300095,三菱食品株式会社中部支社営業部
6022403,■株式会社デリシア,1301870,株式会社日本アクセス長野支店
6022404,■株式会社ラルズ,1301669,三菱食品株式会社北海道支社加食営業部
6022405,■株式会社西鉄ストア,1300081,三菱食品株式会社九州支社営業ABC
6022407,■大学生協東北事業連合,1300196,ボーキ佐藤株式会社会津若松支店
6022408,■西山商事株式会社(卸/名古屋),1300095,三菱食品株式会社中部支社営業部
6022409,■株式会社ヨークベニマル,1301408,三菱食品（株）東北支社南東北支店福島ユニット
6022410,■株式会社オギノ,1301405,三菱食品株式会社営業第二本部山梨エリアオフィス
6022411,■株式会社マルヨシセンター,1300064,伊藤忠食品株式会社中四国支店
6022413,■大学生協東京事業連合,1300154,国分首都圏株式会社
6022415,■株式会社フレッセイ,1300101,三菱食品株式会社営業第二本部北関東支店
6022417,■株式会社福田屋百貨店,1300101,三菱食品株式会社営業第二本部北関東支店
6022418,■株式会社八百半フードセンター,1300101,三菱食品株式会社営業第二本部北関東支店
6022419,■株式会社結城ショッピングセンター,1300101,三菱食品株式会社営業第二本部北関東支店
6022421,■株式会社道東アークス,1301687,三菱食品（株）北海道支社北見ユニット
6022423,■株式会社デイ・リンク,1301674,三菱食品株式会社中四国支社加食営業部
6022424,■百合ヶ丘産業株式会社,1300088,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022425,■株式会社たまや,1300088,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022426,■株式会社小田原百貨店,1300088,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022427,■株式会社富士薬品,1300056,旭食品株式会社首都圏支店
6022428,■株式会社せんどう,1301373,株式会社日本アクセス千葉支店
6022429,■株式会社ポプラ,1303006,三菱食品株式会社ＣＶＳ本部
6022430,■株式会社スギヤマ薬品,1300095,三菱食品株式会社中部支社営業部
6022431,■株式会社あおき,1301859,株式会社メイカングループ沼津支店
6022433,■株式会社マルト,1300973,三菱食品（株）東北支社南東北支店いわきユニット
6022434,■株式会社新鮮マーケット,1301658,三井物産流通グループ株式会社九州支社広域営業室
6022435,■株式会社東海シジシー,1300062,伊藤忠食品株式会社東海営業本部
6022437,■株式会社サンベルクス,1300058,旭食品株式会社関東支店
6022441,■株式会社ブイシージー,1300196,ボーキ佐藤株式会社会津若松支店
6022444,■常洋水産株式会社,1303188,三菱食品株式会社営業第二本部ホールセラーグループ
6022452,■株式会社スギ薬局,1300095,三菱食品株式会社中部支社営業部
6022453,■ウエルシア薬局株式会社,1300095,三菱食品株式会社中部支社営業部
6022455,■株式会社原信,1301365,三菱食品（株）営業第二本部長岡支店
6022457,■株式会社スーパーバリュー,1301371,株式会社日本アクセス埼玉支店
6022458,■大学生協九州事業連合,1300152,国分九州株式会社
6022459,■株式会社ランドロームジャパン,1301403,三菱食品株式会社営業第二本部東関東支店
6022460,■株式会社ヨークマート,1301402,三菱食品株式会社広域流通本部広域営業グループ
6022461,■ヤオマサ株式会社,1300088,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022462,■株式会社スズキヤ,1305046,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6022463,■相鉄ローゼン株式会社,1300088,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022464,■株式会社京王ストア,1301375,三菱食品株式会社営業第一本部第三グループ
6022465,■株式会社京急ストア,1300088,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022466,■株式会社ウシオ,1302002,株式会社日本アクセス山陰支店
6022467,■株式会社富士屋,1302957,国分中部株式会社静岡支店
6022468,■北雄ラッキー株式会社,1301669,三菱食品株式会社北海道支社加食営業部
6022469,■コープ九州事業連合,1300080,三菱食品株式会社九州支社営業D
6022470,■株式会社スーパーカケモ,1301283,ボーキ佐藤株式会社八戸営業所
6022471,■株式会社道北アークス,1301421,国分北海道株式会社
6022472,■株式会社丸山百貨店,1300088,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022476,■株式会社ドラックストアモリ,1302651,ボーキ佐藤株式会社仙台支店（千坂）
6022477,■株式会社かじ惣,1301677,三菱食品（株）中部支社北陸支店営業Ｂユニット
6022478,■株式会社トップ,1300088,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022479,■株式会社西條,1301421,国分北海道株式会社
6022480,■株式会社ウオロク,1300089,三菱食品（株）営業第二本部新潟支店
6022482,■株式会社コメヤ薬局,1300633,カナカン株式会社金沢支店食品金沢営業所
6022483,■株式会社ロッキー,1300081,三菱食品株式会社九州支社営業ABC
6022485,■株式会社ダイユー,1300199,ボーキ佐藤株式会社郡山支店
6022487,■アスクル株式会社,1301360,三菱食品株式会社関西支社営業第三部
6022490,■株式会社東武,1301687,三菱食品（株）北海道支社北見ユニット
6022491,■佐賀食品株式会社,1300081,三菱食品株式会社九州支社営業ABC
6022492,■株式会社タカダ,1301994,国分九州株式会社沖縄支店
6022493,■株式会社ムーミー,1300059,旭食品株式会社四国支店
6022494,■株式会社サーブ,1300077,株式会社大物
6022495,■株式会社道南ラルズ,1301669,三菱食品株式会社北海道支社加食営業部
6022496,■アマゾンジャパン合同会社,1300088,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022497,■株式会社トーホーストア,1300019,加藤産業株式会社西近畿支社神姫支店
6022501,■株式会社サンマート,1301615,旭食品株式会社中国支店
6022656,■株式会社ポートサイドリカー,1301399,ユアサ・フナショク株式会社横浜支店
6022701,■ミートプラザ株式会社,1300029,今津株式会社
6022730,■株式会社笹井商店,1300167,国分関信越株式会社埼玉支店
6022766,■株式会社味園サポート,1301803,加藤産業株式会社南近畿支社阪和支店
6022884,■有限会社栄玉,1301951,加藤産業株式会社九州支社長崎支店
6023440,■株式会社薬王堂,1300679,ボーキ佐藤株式会社盛岡支店
6023441,■株式会社フジタコーポレーション,1300073,ボーキ佐藤株式会社群馬営業所
6024517,■佐藤株式会社（サトー食鮮館）,1301572,株式会社日本アクセス福岡支店
6025936,■両備ストアカンパニー,1300182,広川株式会社営業本部
6025937,■協同組合ハニー,1301677,三菱食品（株）中部支社北陸支店営業Ｂユニット
6025938,■エフコープ生活協同組合,1300081,三菱食品株式会社九州支社営業ABC
6025939,■生活協同組合ララコープ,1300081,三菱食品株式会社九州支社営業ABC
6025944,■株式会社モリキ,1300184,カナカン株式会社食品富山営業所
6025945,■株式会社サンドラッグ,1300081,三菱食品株式会社九州支社営業ABC
6025946,■株式会社ジャパン,1301360,三菱食品株式会社関西支社営業第三部
6025949,■有限会社アイザワ,1300824,国分関信越株式会社群馬支社
6027641,■生活協同組合コープおおいた,1300081,三菱食品株式会社九州支社営業ABC
6028789,■生活協同組合コープにいがた,1301670,三菱食品株式会社営業第一本部加食本部共通
6028792,■コープさが生活協同組合,1300081,三菱食品株式会社九州支社営業ABC
6028793,■株式会社紀ノ國屋,1300099,三菱食品株式会社営業第一本部第一グループ
6028797,■株式会社クリエイトエス・ディー,1305046,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6030584,■株式会社主婦の店鶴岡店,1300069,ボーキ佐藤株式会社山形支店
6032100,■㈱野川食肉食品センター,1302952,丸大堀内株式会社山形支店
6032101,■株式会社コマレオ,1301607,加藤産業株式会社東北支社山形営業所
6032102,■株式会社メイジヤ,1301804,加藤産業株式会社南近畿支社阪南支店
6032104,■株式会社G-7アグリジャパン,1300019,加藤産業株式会社西近畿支社神姫支店
6033053,■株式会社クスリのマルエ,1300007,加藤産業株式会社東北支社仙台支店
6033129,■株式会社ベルジョイス,1300679,ボーキ佐藤株式会社盛岡支店
6033130,■その他,1300077,株式会社大物
6033934,■株式会社エーコープ宮城,1301412,三菱食品株式会社東北支社加食営業第二部
6034005,■生活協同組合コープくまもと,1300080,三菱食品株式会社九州支社営業D
6034153,■株式会社丸富商店,1301336,ユアサ・フナショク株式会社松戸支店
6034154,■ひとみストアー,1301395,ユアサ・フナショク株式会社旭支店
6034156,■有限会社小林貫商事,1300150,株式会社サンヨー堂東京第一支店
6034160,■高橋畜産食肉株式会社,1300172,国分東北株式会社山形支店
6034306,■株式会社仁科百貨店,1301615,旭食品株式会社中国支店
6034786,■サツドラホールディングス株式会社,1301700,加藤産業株式会社北海道支社札幌支店
6034924,■株式会社福原,1301421,国分北海道株式会社
6034925,■明正運輸株式会社,1303187,三菱食品株式会社中部支社加食営業第二部
6034926,■株式会社マツモトキヨシ,1304730,三菱食品（株）広域流通本部ウェルネス営業グループ　
6035216,■吉通貿易株式会社,1301336,ユアサ・フナショク株式会社松戸支店
6035217,■有限会社角市商店,1301397,ユアサ・フナショク株式会社千葉支店
6035222,■まねきや,1300058,旭食品株式会社関東支店
6035499,■株式会社さとう,1301517,株式会社日本アクセス京都支店
6035500,■株式会社サンプラザ,1300050,旭食品株式会社中四国支社高知支店
6035501,■株式会社サンユーストア,1300168,国分関信越株式会社茨城支社
6035502,■株式会社しまむら,1300123,株式会社日本アクセス神奈川支店
6035503,■株式会社廣岡,1300128,株式会社日本アクセス和歌山支店
6035504,■株式会社タイヨー（九州）,1301855,ヤマエ久野株式会社鹿児島支店食品課
6035506,■株式会社スーパーストア,1301390,株式会社日本アクセス青森支店
6035507,■丸正チェーン商事株式会社,1301908,株式会社サンヨー堂東京東支店
6035509,■株式会社ミートモリタ屋,1300118,株式会社日本アクセス大阪支店
6035510,■株式会社スーパーヤマザキ,1300088,三菱食品株式会社営業第二本部神奈川エリアオフィス
6035511,■株式会社ユニバース,1300127,株式会社日本アクセス八戸支店
6035512,■株式会社与野フードセンター,1300167,国分関信越株式会社埼玉支店
6035513,■株式会社大近（ラッキー）,1300118,株式会社日本アクセス大阪支店
6035516,■スーパーサンシ株式会社,1300125,株式会社日本アクセス名古屋支店
6035518,■株式会社銀ビルストアー,1301369,株式会社日本アクセス姫路支店
6035519,■ヤマダストアー株式会社,1301369,株式会社日本アクセス姫路支店
6035521,■株式会社かん原屋商店,1300119,株式会社日本アクセス東京西支店
6035522,■株式会社リオン・ドールコーポレーション,1303714,株式会社日本アクセス郡山支店
6035524,■株式会社京阪ザ・ストア,1300029,今津株式会社
6035525,■株式会社ププレひまわり,1300120,株式会社日本アクセス福山支店
6035526,■株式会社南九州ファミリーマート,1303017,株式会社日本アクセス広域リテール営業本部九州支店鹿児島営業所
6035527,■エバグリーン廣甚株式会社,1300128,株式会社日本アクセス和歌山支店
6035528,■株式会社ドゥイング,1300126,株式会社日本アクセス長崎支店
6035529,■田辺米穀株式会社,1300128,株式会社日本アクセス和歌山支店
6035530,■株式会社マキヤ,1301508,株式会社日本アクセス静岡支店
6035532,■株式会社ＰＬＡＮＴ,1303023,株式会社日本アクセス北陸支店
6035533,■株式会社おどや,1301373,株式会社日本アクセス千葉支店
6035534,■サミット株式会社,1300119,株式会社日本アクセス東京西支店
6035536,■株式会社エレナ,1300126,株式会社日本アクセス長崎支店
6035539,■株式会社松葉屋,1300126,株式会社日本アクセス長崎支店
6035540,■大黒天物産株式会社,1300025,加藤産業株式会社中四国支社岡山支店
6035545,■株式会社和興,1301372,株式会社日本アクセス仙台支店
6035547,■株式会社西源,1300206,●株式会社マルイチ産商食品事業部長野支店
6035549,■株式会社遠鉄ストア,1301863,株式会社メイカングループ浜松本社
6035552,■株式会社シーエムシー,1300032,藤徳物産株式会社岡山支店
6035679,■株式会社エーコープ京都中央,1301517,株式会社日本アクセス京都支店
6038059,■インポートショップトレンド,1300025,加藤産業株式会社中四国支社岡山支店
6038122,■一般財団法人恵愛団,1300081,三菱食品株式会社九州支社営業ABC
6038189,■株式会社シナビズ,1303648,三菱食品株式会社開発本部ネット事業部
6038512,■株式会社キヌヤ,1301674,三菱食品株式会社中四国支社加食営業部
6038799,■株式会社みのや,1300167,国分関信越株式会社埼玉支店
6039190,■株式会社カネスエ,1300022,加藤産業株式会社中部支社名古屋支店
6039269,■生活協同組合コープあいづ,1301412,三菱食品株式会社東北支社加食営業第二部
6039276,■株式会社タジマヤ,1301750,株式会社タジマヤ本社経理部
6040362,■コープ東北サンネット（宅配）,1301412,三菱食品株式会社東北支社加食営業第二部
6040364,■株式会社ひろせストアー,1301619,旭食品株式会社宮崎営業所
6040365,■株式会社新生堂薬局,1301627,旭食品株式会社神戸支店
6040481,■株式会社旭日プロモーション,1301397,ユアサ・フナショク株式会社千葉支店
6040512,■株式会社新生堂,1300206,●株式会社マルイチ産商食品事業部長野支店
6040565,■ナチュラルローソン,1303006,三菱食品株式会社ＣＶＳ本部
6041012,■株式会社コスモコーポレーション,1300077,株式会社大物
6041250,■株式会社丸大サクラヰ薬局,1301412,三菱食品株式会社東北支社加食営業第二部
6041251,■有限会社フレッシュミネサキ,1302024,加藤産業株式会社九州支社宮崎営業所
6041252,■株式会社リーフ,1300003,加藤産業株式会社南関東支社南東京支店
6041337,■株式会社ヒライ,1300152,国分九州株式会社
6041338,■株式会社マキオ,1301253,国分九州株式会社鹿児島支店
6041604,■熊本県経済農業協同組合連合会,1300152,国分九州株式会社
6041607,■フタバ薬品株式会社,1300190,コゲツ産業（株）北九州支店
6041608,■コゲツ産業株式会社その他,1301686,三菱食品株式会社ＮＣ事業本部加食共通
6041611,■ニューヨーク・エボリューション株式会社,1300190,コゲツ産業（株）北九州支店
6041614,■株式会社Ｅ＆Ｅ,1300189,コゲツ産業（株）福岡支店
6041616,■株式会社アタックスマート,1301850,ヤマエ久野株式会社熊本支店食品課
6041618,■株式会社Ａコープ九州,1301659,三井物産流通グループ株式会社九州支社北部九州営業室
6041620,■株式会社エルショップ,1300189,コゲツ産業（株）福岡支店
6041622,■株式会社サンリブ,1300190,コゲツ産業（株）北九州支店
6041623,■株式会社九州スーパーマーケットグループ,1301572,株式会社日本アクセス福岡支店
6041624,■株式会社スーパー大浦(宮崎/パシオ/鮮ど市場),1300137,株式会社サンヨー堂福岡支店
6041626,■株式会社トキハ,1301852,ヤマエ久野株式会社大分支店食品課
6041629,■株式会社まつの,1300137,株式会社サンヨー堂福岡支店
6041634,■株式会社マルエイ（健康市場）,1300152,国分九州株式会社
6041635,■株式会社マルミヤストア,1301658,三井物産流通グループ株式会社九州支社広域営業室
6041639,■株式会社川食,1300190,コゲツ産業（株）北九州支店
6041640,■株式会社大信薬局,1300190,コゲツ産業（株）北九州支店
6041641,■株式会社大創産業,1300192,国分西日本株式会社広島支店
6041645,■株式会社明治屋食品,1300773,ヤマエ久野株式会社食品福岡支店
6041646,■新鮮市場サカイ有限会社,1300189,コゲツ産業（株）福岡支店
6041647,■株式会社鮮ど市場,1301855,ヤマエ久野株式会社鹿児島支店食品課
6041686,■大分大山町農業協同組合,1300006,加藤産業株式会社九州支社福岡支店
6041688,■株式会社戸村フーズ,1301658,三井物産流通グループ株式会社九州支社広域営業室
6047584,■株式会社サンリッチ,1302024,加藤産業株式会社九州支社宮崎営業所
6047585,■株式会社マルフジ,1300014,加藤産業株式会社北関東支社多摩支店
6047663,■株式会社ヤマダ電機,1300192,国分西日本株式会社広島支店
6047664,■株式会社イズミ,1300192,国分西日本株式会社広島支店
6047665,■株式会社ミスターマックス・ホールディングス,1300152,国分九州株式会社
6047666,■株式会社エーコープ鹿児島,1301253,国分九州株式会社鹿児島支店
6047668,■熊本大学生活協同組合,1300152,国分九州株式会社
6047669,■合同会社西友,1300148,国分首都圏株式会社GMS営業部
6047670,■株式会社ココカラファイン,1300095,三菱食品株式会社中部支社営業部
6047674,■長崎大学生活協同組合,1300152,国分九州株式会社
6047676,■立命館生活協同組合,1300152,国分九州株式会社
6047677,■下田商事株式会社,1300137,株式会社サンヨー堂福岡支店
6047923,■株式会社ホクガン,1301994,国分九州株式会社沖縄支店
6047927,■小田急商事株式会社,1302814,国分首都圏株式会社神奈川支社
6047928,■株式会社カワチ薬品,1300204,株式会社マルイチ産商食品事業部飯田支店
6047970,■株式会社マルエツ,1300148,国分首都圏株式会社GMS営業部
6047971,■株式会社マルエツプチ,1300148,国分首都圏株式会社GMS営業部
6047972,■株式会社池田喜平商店,1300157,国分首都圏株式会社卸事業部営業課
6047973,■株式会社いちやまマート,1300149,国分首都圏株式会社山梨支社
6047974,■株式会社ダイエー,1300148,国分首都圏株式会社GMS営業部
6047975,■株式会社東武ストア,1301370,株式会社日本アクセス東京中央支店
6047976,■株式会社シェルガーデン,1300148,国分首都圏株式会社GMS営業部
6047980,■株式会社エーコープ関東,1301253,国分九州株式会社鹿児島支店
6047984,■株式会社公正屋,1300363,国分首都圏株式会社第二支社西東京支店
6047986,■株式会社ヤオヒロ,1300056,旭食品株式会社首都圏支店
6047987,■八丈万有株式会社,1300154,国分首都圏株式会社
6047988,■生活協同組合ユーコープ,1302675,国分首都圏株式会社SM・生協営業部（ユーコープ）
6047989,■ユニー株式会社,1300114,株式会社昭和加工食品部
6049273,■株式会社キューピット,1300124,株式会社日本アクセス新潟支店
6049329,■イオンリカー株式会社,1300004,加藤産業株式会社南関東支社湘南支店
6049331,■株式会社リカースペース太陽,1300006,加藤産業株式会社九州支社福岡支店
6049515,■株式会社まさ屋,1300152,国分九州株式会社
6049516,■株式会社ハルタ,1301253,国分九州株式会社鹿児島支店
6049517,■スーパーヤマグチ,1300152,国分九州株式会社
6049542,■株式会社ヤスノ,1300157,国分首都圏株式会社卸事業部営業課
6049544,■有限会社八百賢,1300154,国分首都圏株式会社
6049620,■シーフロンティア株式会社,1302814,国分首都圏株式会社神奈川支社
6049800,■新印食品株式会社,1300806,加藤産業株式会社北関東支社新潟支店
6049801,■株式会社万惣,1301674,三菱食品株式会社中四国支社加食営業部
6049802,■株式会社ユタカファーマシー,1301629,旭食品株式会社名古屋支店
6049804,■スーパー小西屋,1300019,加藤産業株式会社西近畿支社神姫支店
6049831,■ふれあいショップ,1301253,国分九州株式会社鹿児島支店
6050857,■株式会社ハローデイ,1300773,ヤマエ久野株式会社食品福岡支店
6050858,■株式会社キリン堂,1300163,国分中部株式会社
6050905,■株式会社松源,1300794,株式会社久吾商店
6050906,■株式会社Olympicグループ,1305046,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6050907,■株式会社ベスト電器,6050907,■株式会社ベスト電器
6051316,■株式会社ドミー,1300163,国分中部株式会社
6051361,■株式会社アイスコ,1305046,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6051363,■株式会社三心,1303013,三井物産流通グループ株式会社中部支社中部営業部
6051364,■株式会社すぎた,1303013,三井物産流通グループ株式会社中部支社中部営業部
6051365,■株式会社成城石井,1305046,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6051366,■株式会社タカラ・エムシー,1303000,三井物産流通グループ株式会社中部支社静岡支店
6051368,■株式会社永井商店,1303013,三井物産流通グループ株式会社中部支社中部営業部
6051370,■株式会社ビック・ライズ,1305046,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6051372,■株式会社ウシヒロ,1303013,三井物産流通グループ株式会社中部支社中部営業部
6051373,■株式会社エーコープあいち,1303013,三井物産流通グループ株式会社中部支社中部営業部
6051374,■株式会社サノヤ,1300062,伊藤忠食品株式会社東海営業本部
