소매처코드,소매처명
6016671,シーガル生鮮市場
6016732,アンフレ
6016756,伊藤チェーン
6016784,オアシスＭＳＣ
6016968,三菱食品株式会社菓子本部営業第一部
6016968,有限会社サニーマート
6016968,三菱食品中四国支社四国支店高知ユニット
6017186,加藤産業株式会社東北支社秋田支店
6017186,加藤産業株式会社東北支社仙台支店
6017186,マックスバリュ東北
6017186,加藤産業株式会社東北支社山形営業所
6017186,マックスバリュ東北株式会社
6017247,国分関信越株式会社栃木支社
6017247,かましん
6017286,有限会社吉田商店
6017289,三徳
6017289,三菱食品株式会社営業第一本部第三グループ
6017334,一ウ商事
6017334,国分北海道株式会社
6017335,山形清分
6017335,国分東北株式会社山形支店
6017652,マルヤ
6017654,ビッグミカエル
6017744,コスモス薬品
6017744,国分九州株式会社
6017744,国分首都圏株式会社
6017744,国分中部株式会社
6017744,旭食品株式会社（コスモス薬品）
6017744,国分関信越株式会社茨城支社
6017744,国分西日本株式会社近畿支社
6017823,生活協同組合連合会コープ中国四国事業連合
6017823,加藤産業株式会社中四国支社広島支店
6017834,ツルハ東北
6017834,ツルハ
6017834,ツルハＧＤ＆Ｆ西日本
6017834,ツルハ北海道
6017839,国分関信越株式会社信越支社新潟支店
6017839,加藤産業株式会社北関東支社新潟支店
6017839,オーシャンシステム
6017840,加藤産業株式会社南近畿支社阪南支店
6017840,三井食品株式会社九州支社北部九州営業室
6017840,明治屋産業
6017840,明治屋産業株式会社
6017840,加藤産業株式会社九州支社福岡支店
6017840,加藤産業株式会社中四国支社広島支店
6017889,アオイサポート
6017899,荒井商事株式会社
6017899,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6017899,荒井商事
6017945,安岡
6018087,フレッシュマート太陽
6018314,有限会社マルナカ
6018314,加藤産業株式会社九州支社宮崎営業所
6018449,オズメッセ
6018478,ニーズ
6018488,フードウェイ
6018488,三井食品株式会社九州支社北部九州営業室
6018488,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6018489,イオンマーケット
6018489,イオンマーケット株式会社
6018489,加藤産業株式会社東関東支社千葉支店
6018573,三井食品株式会社首都圏支社東京営業部営業第一室
6018573,キャンドゥ
6018647,ビッグボスシバザキ株式会社
6018647,ビッグボスシバザキ
6018648,有限会社江角保商店
6018749,有限会社フードセンターわたなべ
6018940,ホームインブルーブメントひろせ
6018940,国分九州株式会社大分支店
6018940,ＨＩヒロセ
6019040,フーズランド
6019040,加藤産業株式会社中四国支社四国支店
6019040,国分西日本株式会社徳島支店
6019064,加藤産業株式会社九州支社宮崎営業所
6019064,国分九州株式会社鹿児島支店
6019064,あけぼの
6019095,吉田食品株式会社
6019095,吉田食品
6019114,大学生活協同組合
6019155,三幸
6019155,伊藤忠食品株式会社東海営業本部
6019155,三幸株式会社
6019179,伊能
6019182,国分首都圏株式会社神奈川支社
6019182,富士シティオ株式会社
6019182,富士シティオ
6019184,ワッツ
6019225,ママイ
6019225,ＴＨＤ四国支店ママイ
6019404,ゲンキー
6019404,加藤産業株式会社九州支社宮崎営業所
6019404,ゲンキー株式会社
6019404,国分九州株式会社北薩営業所
6019404,加藤産業株式会社北近畿支社京都支店
6019534,九州シジシー
6019570,加藤産業株式会社中四国支社岡山支店
6019570,オンリーワン
6019573,備前市場
6019573,加藤産業株式会社中四国支社岡山支店
6019573,備前市場株式会社
6019574,エイチ・ツー・オーリテイリング
6019574,エイチ・ツー・オーリテイリング株式会社
6019575,加藤産業株式会社北近畿支社京都支店
6019575,スーパーフジタ
6019579,ステップ
6019580,大川
6019580,加藤産業株式会社南近畿支社阪和支店
6019581,加藤産業株式会社中部支社名古屋支店
6019581,不二屋
6019582,モリワキ
6019582,加藤産業株式会社北海道支社札幌支店
6019582,国分北海道株式会社
6019765,ユニリビング
6019770,生協ひろしま
6019770,加藤産業株式会社中四国支社広島支店
6019771,三角商事株式会社
6019771,三角商事
6019771,コゲツ産業株式会社北九州支店
6019773,サンモール
6019774,ふくしま
6019774,国分西日本株式会社山陰支店
6020450,三菱食品株式会社関西支社営業第二部
6020450,光洋
6020451,有限会社アズーロ
6020520,加藤産業株式会社西近畿支社阪神支店
6020520,イージャパンアンドカンパニー
6020609,日立物流
6020846,チューオースーパー
6020847,加藤産業株式会社南近畿支社阪和支店
6020847,岡丸商店
6020871,ショップ五条
6020871,加藤産業株式会社北近畿支社北大阪支店
6020900,御所リゾート
6020901,小西青果株式会社（兵庫／くらし快援隊）
6020901,小西青果（兵庫／くらし快援隊）
6020901,ディスカウント小西
6021016,ダイマル本店
6021017,国分西日本株式会社山口支店
6021017,サンキュー株式会社
6021017,サンキュー
6021017,三井食品株式会社九州支社北部九州営業室
6021019,三菱食品株式会社営業第一本部第一グループ
6021019,信濃屋食品
6021088,日之出屋岩橋
6021088,加藤産業株式会社南近畿支社阪和支店
6021595,永野
6021729,木村商店
6021730,ＪＡながさき県央
6021730,加藤産業株式会社九州支社長崎支店
6021730,国分九州株式会社
6021767,加藤産業株式会社九州支社長崎支店
6021767,ダンクユー
6021811,加藤産業株式会社南関東支社湘南支店
6021811,フラワーランド
6021882,寺本商事
6021954,小山商事
6021954,小山商事株式会社
6021970,モーリ
6021971,加藤産業株式会社南近畿支社阪南支店
6021971,北庄（スーパー北庄／大阪）
6022391,国分九州株式会社鹿児島支店
6022391,大和
6022392,生活協同組合コープみやざき
6022392,コープ宮崎
6022393,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022393,横濱屋
6022394,イトーヨーカドー
6022394,三菱食品東北支社南東北支店福島ユニット
6022394,伊藤忠食品株式会社東日本営業部
6022394,イトーヨーカ堂
6022394,伊藤忠食品株式会社西日本営業部
6022394,三井物産流通Ｇリテールユニットグローサリー事業本部
6022394,三井食品株式会社中部支社中部営業部
6022394,伊藤忠食品株式会社東海営業本部
6022394,三菱食品株式会社関西支社営業第二部
6022394,三菱食品株式会社広域流通本部広域営業グループ
6022394,三井物産流通グループ株式会社中部支社量販営業部
6022394,三菱食品株式会社中部支社営業部
6022395,三菱食品株式会社営業第一本部第一グループ
6022395,ライフコーポレーション（東京）
6022396,コモディイイダ
6022396,三菱食品株式会社営業第一本部第三グループ
6022397,国分首都圏株式会社
6022397,三菱食品株式会社広域流通本部広域営業グループ
6022397,いなげや
6022398,千坂
6022398,千坂古川支店
6022398,千坂仙台支店
6022400,ニュークイック
6022401,エース（北野エース）
6022401,三菱食品株式会社営業第一本部第一グループ
6022401,三菱食品株式会社九州支社営業ＡＢＣ
6022402,藤桂京伊株式会社
6022402,三菱食品株式会社中部支社営業部
6022402,藤桂京伊
6022403,デリシア
6022404,三菱食品株式会社北海道支社加食営業部
6022404,ラルズ
6022404,国分北海道株式会社
6022405,三菱食品株式会社九州支社営業ＡＢＣ
6022405,三菱食品株式会社鹿児島支店
6022405,西鉄ストア
6022407,国分東北株式会社仙台支店
6022407,大学生協東北事業連合
6022408,西山商事（卸／名古屋）
6022408,西山商事株式会社（卸／名古屋）
6022408,三菱食品株式会社中部支社営業部
6022409,国分東北株式会社郡山支店
6022409,三菱食品東北支社南東北支店福島ユニット
6022409,伊藤忠食品株式会社東日本営業部
6022409,ヨークベニマル
6022409,三菱食品株式会社東北支社南東北支店（菓子）
6022410,三菱食品株式会社営業第二本部山梨エリアオフィス
6022410,オギノ
6022411,伊藤忠食品株式会社中四国支店
6022411,マルヨシセンター
6022413,大学生協東京事業連合
6022413,国分首都圏株式会社
6022415,三菱食品株式会社営業第二本部北関東支店
6022415,フレッセイ
6022417,三菱食品株式会社営業第二本部北関東支店
6022417,福田屋百貨店
6022418,三菱食品株式会社営業第二本部北関東支店
6022418,八百半フードセンター
6022419,三菱食品株式会社営業第二本部北関東支店
6022419,結城ショッピングセンター
6022421,道東アークス
6022421,三菱食品北海道支社北見ユニット
6022423,デイ・リンク
6022423,加藤産業株式会社中四国支社広島支店
6022423,三菱食品株式会社中四国支社加食営業部
6022424,百合ヶ丘産業株式会社
6022424,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022424,百合ヶ丘産業
6022425,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022425,たまや
6022426,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022426,小田原百貨店
6022427,西日本セイムス
6022427,東海セイムス
6022427,九州セイムス
6022427,富士薬品
6022427,旭セイムス
6022428,せんどう
6022429,三菱食品株式会社ＣＶＳ本部関西
6022429,国分首都圏株式会社
6022429,三菱食品株式会社ＣＶＳ本部中四国
6022429,三菱食品株式会社ＣＶＳ本部
6022429,ポプラ
6022429,三菱食品株式会社ＣＶＳ本部九州
6022430,スギヤマ薬品
6022430,三菱食品株式会社中部支社営業部
6022431,あおき
6022433,マルト
6022433,三菱食品株式会社東北支社南東北支店（菓子）
6022433,三菱食品東北支社南東北支店いわきユニット
6022434,三井食品株式会社九州支社広域営業室
6022434,新鮮マーケット
6022435,東海シジシー
6022435,ＴＨＤ東海東海ＣＧＣ
6022435,三菱食品株式会社中部支社営業部
6022437,サンベルクス
6022441,三菱食品東北支社南東北支店福島ユニット
6022441,ブイシージー
6022444,常洋水産株式会社
6022444,常洋水産
6022444,三菱食品株式会社営業第二本部ホールセラーグループ
6022452,スギＨＤ株式会社（スギ薬局）
6022452,スギ薬局
6022452,三菱食品株式会社中部支社営業部
6022453,三菱食品株式会社中部支社営業部
6022453,三菱食品株式会社東北支社加食営業第二部
6022453,ウエルシア薬局株式会社
6022453,三菱食品株式会社関西支社営業第三部
6022453,三菱食品広域流通本部ウェルネス営業グループ
6022453,国分関信越株式会社埼玉支店
6022453,ウエルシア薬局
6022453,国分関信越株（ウエルシア薬局）
6022453,国分九州株式会社
6022453,国分関信越株式会社信越支社新潟支店
6022453,国分東北株式会社仙台支店
6022453,三菱食品中部支社北陸支店富山ユニット
6022453,国分西日本株式会社近畿支社
6022453,国分中部株式会社静岡支店
6022455,原信
6022455,三菱食品営業第二本部長岡支店
6022457,スーパーバリュー
6022458,大学生協九州事業連合
6022458,国分九州株式会社
6022459,三菱食品株式会社営業第二本部東関東支店
6022459,ランドロームジャパン
6022460,三菱食品株式会社広域流通本部広域営業グループ
6022460,三井物産流通Ｇリテールユニットグローサリー事業本部
6022460,ヨークマート
6022461,ヤオマサ
6022461,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022461,ヤオマサ株式会社
6022462,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6022462,スズキヤ
6022462,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022463,相鉄ローゼン
6022463,三菱食品株式会社営業第一本部第二ｸﾞﾙｰﾌﾟＡﾕﾆｯﾄ
6022463,相鉄ローゼン株式会社
6022464,三菱食品株式会社営業第一本部第三グループ
6022464,京王ストア
6022465,京急ストア
6022465,三菱食品株式会社首都圏支社第三Ｇ（菓子）
6022465,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022466,ＴＨＤ中国株式会社ウシオ
6022466,ウシオ
6022467,ふじや
6022467,富士屋
6022467,ＴＨＤ富士屋
6022467,ＴＨＤ東海株式会社富士屋
6022468,北雄ラッキー株式会社
6022468,北雄ラッキー
6022468,三菱食品株式会社北海道支社加食営業部
6022469,コープ九州事業連合
6022469,加藤産業株式会社九州支社福岡支店
6022470,スーパーカケモ
6022471,道北アークス
6022471,三菱食品北海道支社旭川支店
6022471,国分北海道株式会社
6022472,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022472,丸山百貨店
6022472,丸山
6022476,三菱食品株式会社九州支社営業ＡＢＣ
6022476,ドラックストアモリ
6022476,ドラッグストアモリ
6022476,加藤産業株式会社東北支社仙台支店
6022477,かじ惣
6022477,三菱食品中部支社北陸支店営業Ｂユニット
6022477,ＴＨＤカナ株式会社かじ惣
6022478,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022478,トップ
6022479,国分北海道株式会社
6022479,西條
6022480,三菱食品営業第二本部新潟支店
6022480,ウオロク
6022482,コメヤ薬局
6022483,ロッキー
6022483,三菱食品株式会社九州支社営業ＡＢＣ
6022483,ＭＳ北陸金沢支店
6022485,ダイユーエイト
6022485,三菱食品株式会社営業第二本部北関東支店
6022485,ダイユー
6022487,三菱食品株式会社関西支社営業第三部
6022487,伊藤忠食品株式会社東日本営業部
6022487,アスクル
6022487,アスクル株式会社
6022487,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022490,国分北海道株式会社
6022490,東武
6022490,三菱食品北海道支社北見ユニット
6022491,佐賀食品株式会社
6022491,佐賀食品
6022491,三菱食品株式会社九州支社営業ＡＢＣ
6022492,タカダ
6022493,ムーミー
6022494,サーブ
6022495,道南ラルズ
6022495,三菱食品株式会社北海道支社加食営業部
6022496,アマゾンジャパン合同会社
6022496,三菱食品株式会社関西支社営業第三部
6022496,三菱食品株式会社中部支社営業部
6022496,三菱食品株式会社営業第二本部神奈川エリアオフィス
6022497,トーホーストア
6022497,国分九州株式会社
6022497,加藤産業株式会社西近畿支社神姫支店
6022501,サンマート＜鳥取＞
6022501,サンマート
6022656,ポートサイドリカー
6022701,ミートプラザ株式会社
6022701,ミートプラザ
6022730,国分関信越株式会社埼玉支店
6022730,笹井商店
6022766,味園サポート
6022766,加藤産業株式会社南近畿支社阪和支店
6022884,加藤産業株式会社九州支社長崎支店
6022884,有限会社栄玉
6023440,薬王堂
6023441,フジタコーポレーション
6024517,佐藤（サトー食鮮館）
6024517,佐藤株式会社（サトー食鮮館）
6025936,両備ストアカンパニー
6025936,加藤産業株式会社中四国支社岡山支店
6025937,協同組合ハニー
6025937,三菱食品中部支社北陸支店営業Ｂユニット
6025938,エフコープ生活協同組合
6025938,三菱食品株式会社九州支社営業ＡＢＣ
6025939,生活協同組合ララコープ
6025939,三菱食品株式会社九州支社営業ＡＢＣ
6025944,モリキ
6025944,旭食品株式会社（モリキ）
6025945,加藤産業株式会社中四国支社広島支店
6025945,サンドラッグ
6025945,旭食品株式会社（サンドラッグ）
6025945,国分東北株式会社秋田支店
6025945,加藤産業株式会社東北支社仙台支店
6025945,国分北海道株式会社
6025945,国分東北株式会社盛岡支店
6025945,国分東北株式会社山形支店
6025945,国分首都圏株式会社山梨支社
6025945,国分西日本株式会社広島支店
6025945,国分首都圏株式会社
6025945,加藤産業株式会社北関東支社新潟支店
6025945,国分東北株式会社青森支店
6025945,国分中部株式会社
6025945,国分西日本株式会社近畿支社
6025945,国分東北株式会社郡山支店
6025945,国分九州株式会社
6025945,国分東北株式会社仙台支店
6025946,ジャパン
6025946,三菱食品株式会社中部支社営業部
6025949,有限会社アイザワ
6025949,国分関信越株式会社群馬支社
6027641,三菱食品株式会社九州支社営業ＡＢＣ
6027641,生活協同組合コープおおいた
6028789,生活協同組合コープにいがた
6028792,コープさが生活協同組合
6028792,三菱食品株式会社九州支社営業ＡＢＣ
6028793,紀ノ國屋
6028793,三菱食品株式会社営業第一本部第一グループ
6028797,三井食品株式会社中部支社静岡支店
6028797,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6028797,クリエイトエス・ディー
6030584,主婦の店佐市
6030584,主婦の店鶴岡店
6030584,主婦の店鶴岡
6032100,野川食肉食品センター
6032101,コマレオ
6032101,加藤産業株式会社東北支社山形営業所
6032102,メイジヤ
6032104,Ｇ－７アグリジャパン
6032104,加藤産業株式会社西近畿支社神姫支店
6033053,国分関信越株式会社群馬支社
6033053,三菱食品広域流通本部ウェルネス営業グループ
6033053,クスリのマルエ
6033129,ベルジョイス
6033130,ＴＥＲＲＡＳＴＡＭＡＲＫＥＴ
6033130,清水屋
6033130,ファイブ
6033130,ミートクリエイト
6033130,三菱食品中四国支社営業グループ岡山ユニット
6033130,合同会社トクダ
6033130,マルホンカウボーイ
6033130,三菱食品株式会社中部支社営業部
6033130,医療法人禄寿会
6033130,琉民中部営業所
6033130,三菱食品株式会社広域流通本部広域営業グループ
6033130,三井物産流通ＧＯＰユニットＭＦオペレーション本部中四国・九州ＯＰ部
6033130,三井物産流通ＧＯＰユニットＭＦオペレーション本部関西オペレーション部
6033130,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6033130,三井物産流通Ｇフード＆パッケージングユニット低温事業部本部
6033130,三井物産流通Ｇ三井食品ユニット首都圏中央営業４室関信越
6033130,三井食品株式会社中部支社静岡支店
6033130,沖縄県近海鮪漁業協同組合
6033130,三井食品株式会社九州支社南九州営業室
6033130,社会福祉法人太陽の家
6033130,スポット
6033130,三菱食品株式会社フードサービス本部
6033130,ユニパル
6033130,倉入れ条件
6033130,Ｏｏｋｉ
6033130,国分九州株式会社沖縄支店
6033130,国分西日本株式会社山陰支店
6033130,国分九州株式会社
6033130,国分西日本株式会社山口支店
6033130,国分西日本株式会社岡山支店
6033130,国分西日本株式会社近畿支社
6033130,国分関信越株式会社信越支社新潟支店
6033130,加藤産業株式会社九州支社長崎支店
6033130,クリアックス
6033130,シミズストアー
6033130,モアショップヤマモト
6033130,船山商店卸町支店
6033130,ナカガワ
6033130,三井食品株式会社首都圏支社東京営業部営業第一室
6033130,ヴィレッジヴァンガード本部
6033130,加藤産業株式会社北関東支社埼玉支店
6033130,国分首都圏株式会社ＧＭＳ営業部
6033130,国分東北株式会社山形支店
6033130,加藤産業株式会社中部支社名古屋支店
6033130,加藤産業株式会社中四国支社広島支店
6033130,加藤産業株式会社北海道支社札幌支店
6033130,加藤産業株式会社北関東支社多摩支店
6033130,加藤産業株式会社中部支社静岡営業所
6033130,国分北海道株式会社
6033130,加藤産業株式会社西近畿支社阪神支店
6033130,加藤産業株式会社南近畿支社阪南支店
6033130,国分首都圏株式会社卸事業部営業課
6033130,国分首都圏株式会社第二支社西東京支店
6033130,国分首都圏株式会社
6033130,国分中部株式会社
6033130,国分東北株式会社仙台支店
6033130,国分東北株式会社盛岡支店
6033130,国分関信越株式会社栃木支社
6033130,シェフカワカミ
6033130,エバーグリーン
6033130,コゲツ産業株式会社大分支店
6033130,コゲツ産業株式会社熊本支店
6033130,エムピーアイ
6033130,三井食品株式会社北海道支社食品営業部
6033130,イサミヤ
6033130,ユニカ
6033130,ヒロカン
6033130,ぐるぐる倉庫熊本本店
6033130,アレキサンダーハーバーシティー博多店
6033130,尾家産業東京支社
6033130,尾家産業札幌支社
6033130,レジャラン
6033130,エーコープ他一般店
6033130,山崎屋
6033130,英雄
6033130,タイトー
6033130,三井物産流通グループ株式会社業務用食材本部卸営業部
6033130,東京生活館
6033130,Ｆｉｒｓｔｏ
6033130,田村商店
6033130,宍倉
6033130,カインズ
6033130,大京上牧
6033130,Ｂｌｏｏｍｃｏ
6033130,ケント修学館
6033130,加藤産業株式会社東関東支社千葉支店
6033130,ｍｏｈ｀Ｚ
6033130,コゲツ産業株式会社北九州支店
6033130,心幸
6033130,伊藤忠食品株式会社東日本営業本部（ＣＶＳ）
6033130,Ｇ業務
6033130,その他一般
6033130,伊藤忠食品株式会社東日本営業部
6033130,三井食品株式会社中部支社中部営業部
6033130,フロンティア物産
6033130,あいにー食品館
6033130,三井食品株式会社九州支社広域営業室
6033130,赤嶺商店（マルイチ）
6033130,その他
6033130,関西大学生活協同組合
6033130,西岡昌宏（芸西病院売店）
6033130,有限会社奥村ストアー
6033130,ふじい
6033130,ＴＨＤカナ株式会社ナルックス
6033130,日本ゼネラルフード株式会社
6033130,有限会社中谷
6033130,寺内株式会社
6033130,ハツトリー
6033130,一般店
6033130,山口県農業協同組合
6033130,長井孝（リカーショップオオデ）
6033130,現売
6033130,山本文吉商店
6033130,カルチュアコンビニエンスクラブ株
6033130,チューオースーパー
6033130,アイテイク
6033130,ケイファーマーズ
6033130,柿安本店
6033130,ＰＡＫＩＰＩＫＡＳＴＯＲＥＳＯＫＩＮＡＷＡ
6033130,カネイチ商店
6033130,ニシオカ
6033130,新徳島建材株式会社
6033130,有限会社スーパーネゴロ
6033130,島根県農業協同組合
6033130,ＴＨＤカナ北陸ＣＧＣわかさ
6033130,清水精肉店
6033130,合資会社浜松屋
6033130,しみず屋
6033130,立山酒店
6033130,ＴＨＤ東海株式会社スーパー安藤
6033130,マルワサンフレッシュ株式会社
6033130,オネスト株式会社三崎ストアー
6033130,アライアンス
6033130,和歌山市立和歌山高等学校
6033130,有限会社能和商事
6033130,とやま生活協同組合
6033130,上様
6033130,良知経営
6033130,下原食品株式会社
6033130,有限会社マルメイ
6033130,有限会社カネデン近藤商店
6033130,村上商店
6033130,ＳＣＢしんかわ薬局
6033130,青山水産株式会社
6033130,オネスト株式会社鍜治商店
6033130,ＵＤリテール株式会社
6033934,エーコープ宮城
6034005,生活協同組合コープくまもと
6034153,丸富商店
6034154,ひとみストアー
6034156,有限会社小林貫商事
6034160,高橋畜産食肉
6034160,高橋畜産食肉株式会社
6034306,仁科百貨店
6034786,加藤産業株式会社北海道支社札幌支店
6034786,サツドラホールディングス株式会社
6034786,サツドラホールディングス
6034924,福原
6034924,国分北海道株式会社
6034925,明正運輸株式会社
6034925,明正運輸
6034926,マツモトキヨシＨＤ
6034926,ココカラファイン
6034926,マツモトキヨシ
6034926,三菱食品広域流通本部ウェルネス営業グループ
6034926,三菱食品株式会社九州支社営業Ｅ
6035216,吉通貿易
6035216,吉通貿易株式会社
6035217,有限会社角市商店
6035222,まねきや
6035499,さとう
6035500,ＴＨＤ四国支店サンプラザ
6035500,サンプラザ
6035501,ＣＧＣサンユー
6035501,サンユーストア
6035501,国分関信越株式会社栃木支社
6035501,三菱食品株式会社営業第二本部北関東支店
6035501,ＴＨＤ関東株サンユーストアー
6035502,しまむら
6035503,廣岡
6035504,タイヨー（九州）
6035504,タイヨー
6035506,スーパーストア
6035507,丸正チェーン商事
6035507,丸正チェーン商事株式会社
6035509,ミートモリタ屋
6035510,三菱食品株式会社営業第二本部神奈川エリアオフィス
6035510,スーパーヤマザキ
6035511,ユニバース
6035512,与野フードセンター
6035513,大近（ラッキー）
6035513,大近
6035516,スーパーサンシ
6035516,サンシ
6035516,スーパーサンシ株式会社
6035518,銀ビルストアー
6035519,ヤマダストアー株式会社
6035519,ヤマダストアー
6035521,かん原屋商店
6035522,リオン・ドールコーポレーション
6035524,京阪ザ・ストア
6035524,国分西日本株式会社近畿支社
6035525,ププレひまわり
6035525,国分西日本株式会社岡山支店
6035526,南九州ファミリーマート
6035527,エバグリーン廣甚株式会社
6035527,廣甚
6035527,エバグリーン廣甚
6035528,ドゥイング
6035529,田辺米穀株式会社
6035529,田辺米穀
6035530,マキヤ
6035532,プラント
6035532,ＰＬＡＮＴ
6035533,おどや
6035534,サミット株式会社
6035534,サミット
6035536,エレナ
6035539,松葉屋
6035540,大黒天物産
6035540,大黒天物産株式会社
6035540,加藤産業株式会社中四国支社岡山支店
6035545,マークスＨＤ（和興）
6035545,和興
6035547,トモシア株式会社西源
6035547,西源
6035549,遠鉄ストア
6035552,藤徳物産株式会社岡山支店
6035552,シーエムシー
6035679,エーコープ京都中央
6038059,インポートショップトレンド
6038122,一般財団法人恵愛団
6038122,三菱食品株式会社九州支社営業ＡＢＣ
6038189,シナビズ
6038512,三菱食品株式会社中四国支社加食営業部
6038512,キヌヤ
6038799,みのや
6039190,加藤産業株式会社中部支社名古屋支店
6039190,伊藤忠食品株式会社東海営業本部
6039190,カネスエ
6039269,生活協同組合コープあいづ
6039269,三菱食品株式会社東北支社加食営業第二部
6039276,タジマヤ
6040362,コープ東北サンネット（宅配）
6040364,ひろせストアー
6040365,新生堂薬局
6040365,三井食品株式会社九州支社広域営業室
6040481,旭日プロモーション
6040512,新生堂
6040565,三菱食品株式会社ＣＶＳ本部
6040565,ナチュラルローソン
6041012,コスモコーポレーション
6041250,国分東北株式会社青森支店
6041250,丸大サクラヰ薬局
6041250,三菱食品株式会社東北支社加食営業第二部
6041251,有限会社フレッシュミネサキ
6041251,加藤産業株式会社九州支社宮崎営業所
6041252,加藤産業株式会社南関東支社南東京支店
6041252,リーフ
6041337,ヒライ
6041337,コゲツ産業株式会社熊本支店
6041338,国分九州株式会社鹿児島支店
6041338,国分九州株式会社北薩営業所
6041338,マキオ
6041604,熊本県経済農業協同組合連合会
6041604,熊本県経済農業（協）
6041607,フタバ薬品
6041607,コゲツ産業株式会社北九州支店
6041607,フタバ薬品株式会社
6041608,コゲツ産業その他
6041608,コゲツ産業株式会社北九州支店
6041608,コゲツ産業株式会社熊本支店
6041608,コゲツ産業株式会社その他
6041611,ニューヨーク・エボリューション
6041611,ニューヨーク・エボリューション株式会社
6041611,コゲツ産業株式会社北九州支店
6041614,コゲツ産業株式会社福岡支店
6041614,Ｅ＆Ｅ
6041616,アタックス
6041616,アタックスマート
6041618,三井食品株式会社九州支社北部九州営業室
6041618,Ａコープ九州
6041620,国分九州株式会社
6041620,エルショップ
6041620,コゲツ産業株式会社福岡支店
6041622,コゲツ産業株式会社北九州支店
6041622,コゲツ産業株式会社大分支店
6041622,サンリブ
6041622,コゲツ産業株式会社熊本支店
6041623,九州スーパーマーケットグループ
6041624,パシオ
6041624,スーパー大浦（宮崎／パシオ／鮮ど市場）
6041626,トキハインダストリー
6041626,トキハ
6041629,まつの
6041634,マルエイ
6041634,マルエイ（健康市場）
6041635,マルミヤストア
6041635,三井食品株式会社九州支社広域営業室
6041639,コゲツ産業株式会社北九州支店
6041639,川食
6041640,大信薬局
6041641,国分西日本株式会社広島支店
6041641,大創産業
6041645,明治屋食品
6041645,コゲツ産業株式会社福岡支店
6041646,有限会社サカイ
6041646,新鮮市場サカイ有限会社
6041646,コゲツ産業株式会社福岡支店
6041647,鮮ど市場
6041686,大分大山町農業協同組合
6041688,三井食品株式会社九州支社広域営業室
6041688,戸村フーズ
6047584,加藤産業株式会社九州支社宮崎営業所
6047584,サンリッチ
6047585,加藤産業株式会社北関東支社多摩支店
6047585,マルフジ
6047663,国分東北株式会社盛岡支店
6047663,国分関信越株式会社群馬支社
6047663,国分北海道株式会社
6047663,ヤマダホールディングス
6047663,国分首都圏株式会社山梨支社
6047663,国分西日本株式会社近畿支社
6047663,国分九州株式会社沖縄支店
6047663,ヤマダ電機
6047663,国分西日本株式会社広島支店
6047663,国分中部株式会社
6047663,国分九州株式会社
6047663,国分関信越株式会社信越支社長野支店
6047664,国分九州株式会社
6047664,国分西日本株式会社広島支店
6047664,国分西日本株式会社岡山支店
6047664,国分西日本株式会社徳島支店
6047664,イズミ
6047665,国分首都圏株式会社
6047665,ミスターマックス・ホールディングス
6047665,国分九州株式会社
6047665,国分西日本株式会社広島支店
6047666,エーコープ鹿児島
6047666,国分九州株式会社鹿児島支店
6047668,熊本大学生活協同組合
6047669,三菱食品株式会社菓子本部営業第一部
6047669,国分中部株式会社
6047669,国分西日本株式会社近畿支社
6047669,国分首都圏株式会社ＧＭＳ営業部
6047669,国分関信越株式会社信越支社長野支店
6047669,国分北海道株式会社
6047669,合同会社西友
6047669,国分東北株式会社仙台支店
6047669,国分九州株式会社
6047670,三菱食品株式会社中部支社営業部
6047670,三菱食品株式会社九州支社営業ＡＢＣ
6047670,ココカラファイン
6047670,三菱食品広域流通本部ウェルネス営業グループ
6047674,長崎大学生活協同組合
6047676,立命館生活協同組合
6047677,下田商事
6047677,下田商事株式会社
6047923,ホクガン
6047923,国分九州株式会社沖縄支店
6047927,小田急商事株式会社
6047927,国分首都圏株式会社神奈川支社
6047927,小田急商事
6047928,国分東北株式会社郡山支店
6047928,国分東北株式会社盛岡支店
6047928,国分東北株式会社山形支店
6047928,カワチ薬品
6047928,国分東北株式会社庄内営業所
6047928,国分東北株式会社仙台支店
6047928,国分関信越株式会社（カワチ薬品）
6047928,国分関信越株式会社群馬支社
6047928,国分関信越株式会社信越支社新潟支店
6047928,国分関信越株式会社埼玉支店
6047928,国分首都圏株式会社山梨支社
6047928,国分関信越株式会社茨城支社
6047928,国分関信越株式会社栃木支社
6047970,国分首都圏株式会社ＧＭＳ営業部
6047970,マルエツ
6047971,国分首都圏株式会社ＧＭＳ営業部
6047971,マルエツプチ
