소매처코드,소매처명
6154352,ナカハラストアー
6154352,ﾅｶﾊﾗｽﾄｱｰ沢岻店
6154354,三菱食品株式会社中部支社営業部
6154356,ピアレマート
6154356,魚栄商店
6154356,スポット（ピアレマート／ウオエイ／良食生活館）
6154358,伊藤忠商事
6154358,伊藤忠商事株式会社
6154360,オクダ商店
6154361,マンガ倉庫
6154361,マンガ倉庫（アラート）
6154366,本荘消費
6154371,内山食品
6154374,島原雲仙農協
6154374,国分九州株式会社
6154379,宮川屋
6154380,ドラッグストアヘイセイ
6154384,肉と生鮮ジャンボ市敷島や
6154385,塩原屋
6154387,中島食品
6154388,スーパー中川
6154393,ノセボックス
6154396,有限会社ショッピング熊本屋
6154398,ハタジキ
6154399,御前屋
6154401,ジャスティス
6154405,ピーナッツクラブ
6154405,伊藤忠食品株式会社西日本営業部
6154407,米三
6154416,有限会社玉末商店
6154417,イーストア日の出屋
6154418,モリフジ
6154419,ちねんスーパー
6154419,ちねんスーパー（石垣
6154420,国分北海道株式会社
6154420,有限会社魚長
6154421,山梨明食
6154423,オトキタ酒販株式会社
6154423,オトキタ酒販
6154424,国分関信越株式会社信越支社新潟支店
6154424,清野屋（新潟）
6154425,フクハマ
6154427,三菱食品株式会社関西支社営業第三部
6154427,食品館
6154431,大亜
6154433,大幸大竹商店
6154434,フクハラ（スコール）
6154435,サンエーベル
6154436,国分東北株式会社郡山支店
6154436,笹島菓子食品
6154436,笹島菓子食品株式会社
6154438,いそざき
6154822,八木橋
6154823,フレッシュランドマルコー
6154824,ＪＡライフクリエイト
6154825,加藤商店
6154826,高平
6154827,未来堂高山
6154828,都農農場
6154829,小林米穀店
6154829,国分関信越株式会社群馬支社
6154830,スーパーアイザワ
6154831,アサヒ物産
6154833,ファンズソリューション
6154833,ファンズソリューション株式会社
6154834,イオンリテール西日本カンパニー
6154835,イオンリテール東海カンパニー
6154835,イオンリテール株式会社東海カンパニー
6154835,加藤産業株式会社中部支社名古屋支店
6154836,加藤産業株式会社中部支社名古屋支店
6154836,イオンリテール株式会社北陸信越カンパニー
6154836,イオンリテール北陸信越カンパニー
6154837,イオンリテール北関東カンパニー
6154837,イオンリテール株式会社北関東カンパニー
6154838,イオンリテール株式会社南関東カンパニー
6154838,イオンリテール南関東カンパニー
6154839,イオン東北
6154839,イオン東北株式会社
6154840,オーディエー株式会社
6154840,オーディエー
6154841,北乃屋
6154842,ジュピターコーヒー
6154842,ジュピターコーヒー株式会社
6154843,大光
6154844,ジョイフル本田
6154844,伊藤忠食品株式会社東日本営業部
6154845,長野県Ａコープ
6154845,Ａコープ長野
6154845,長野県ＡコープＲ２
6154848,加藤産業株式会社九州支社福岡支店
6154848,イオンウエルシア九州
6154848,イオンウエルシア九州株式会社
6154863,新茨城食品商会
6154911,川岸商店
6155192,国分北海道株式会社
6155192,有限会社川村商店
6155266,パレッテ株式会社
6155266,パレッテ
6155266,加藤産業株式会社南関東支社湘南支店
6155507,ケンチャンストアー
6156155,ビッグワン
6156156,大阪屋ショップ
6156156,国分中部株式会社
6156374,南塚口センターセブン
6156461,きさらぎ
6156461,きさらぎ＜高知＞
6156462,加藤産業株式会社東関東支社千葉支店
6156462,イオンネクスト
6156462,イオンネクスト株式会社
6156695,加藤産業株式会社西近畿支社神姫支店
6156695,ワンステップ
6157254,シ－エツクスカ－ゴ
6157273,特鮮食品卸ベンダーアロス尾張旭店
6157359,岐阜産研工業株式会社ギフト事業部
6157359,岐阜産研工業ギフト事業部
6157359,国分中部株式会社
6157435,コゲツ産業株式会社北九州支店
6157435,ナフコ
6157532,東日本トランスポート
6157721,有限会社白銀屋商店
6158065,ゆきひろＭＡＴＥ栗原店
6158197,六字屋
6159089,国分中部株式会社
6159089,協同食品株式会社
6159089,協同食品
6159121,橋本酒店
6160193,有限会社小専商店
6160193,国分東北株式会社盛岡支店
6160194,国分東北株式会社青森支店
6160194,たか久
6160195,国分北海道株式会社
6160195,明治信和産業株式会社
6160195,明治信和産業
6160627,九州屋
6160627,加藤産業株式会社北関東支社多摩支店
6160628,てらお食品（生鮮市場てらお／千葉）
6160628,てらお食品
6160629,三井食品株式会社中部支社静岡支店
6160629,ユーカリ
6160900,有限会社関食品（山形）
6160901,Ｍｉｋ株式会社
6160901,Ｍｉｋ
6160904,有限会社ナカムラフーズ
6160905,角屋米穀
6160906,見田元七商店
6160908,ロウィンズ
6160909,フライフィッシュ
6160912,有限会社須山商店
6160913,山晃商事株式会社
6160913,山晃商事
6160913,加藤産業株式会社北近畿支社北大阪支店
6160914,フレッシュフーズファクトリー（大分）
6160914,国分九州株式会社大分支店
6160915,スーパーなかそね
6160916,ＳＯＭＥＳ
6160920,朝日エアポートサービス
6160920,伊藤忠食品株式会社西日本営業部
6160921,小林商事
6160921,伊藤忠食品株式会社東日本営業部
6160921,小林商事株式会社
6160922,丸徳
6160922,加藤産業株式会社西近畿支社阪神支店
6160923,加藤産業株式会社中四国支社四国支店
6160923,フジマート四国
6160923,加藤産業株式会社中四国支社広島支店
6160924,南さつま農業協同組合
6161550,フレッシュカーゴ
6161819,加藤産業株式会社中四国支社広島支店
6161819,ニチエー
6161820,国分北海道株式会社
6161820,あいちょう釧路
6161830,いずみサポート株式会社
6161830,いずみサポート
6162160,松戸萬味
6162161,嶋津トレーディング
6162163,小林米殻店
6162172,ｓｈｏｉｃｈｉ
6162173,加藤産業株式会社南近畿支社阪和支店
6162173,有限会社コウゲンフーズ
6162174,有限会社金田商店
6162175,昆布寅
6162176,アスディライト
6162177,山憲商店（岐阜）
6162178,有限会社トーカイメディア・フーズ
6162180,かきこや
6162300,北神商事
6162300,国分北海道株式会社
6162310,倉府食品
6162310,加藤産業株式会社九州支社長崎支店
6162512,阪急キッチンエール関西
6163094,ヤマモトヤ
6163095,八戸港船食
6163096,エム・ワン・エンタープライズ
6163097,有限会社三河屋スーパー
6163098,嬬恋農協
6163099,マルトシ
6163102,三菱食品中四国支社営業グループ岡山ユニット
6163102,藤徳物産株式会社岡山支店
6163102,マルイ（山陰）
6163111,山陽ハイクリーナー
6163111,国分西日本株式会社岡山支店
6163120,アイ・エム・シー
6163120,伊藤忠食品株式会社西日本営業部
6163131,有限会社菊屋
6163432,有限会社丸ワイフードセンター（岐阜／マルワイＦ）
6163433,さのや
6163817,三浦商事
6163817,三浦商事株式会社
6164484,神戸物産東日本
6164485,イオンリテールストア南関東カンパニー
6164485,イオンリテールストア株式会社南関東カンパニー
6164486,コノミヤ東海
6164487,国分九州株式会社
6164487,国分西日本株式会社近畿支社
6164487,国分北海道株式会社
6164487,ＤＣＭ株式会社
6164487,国分東北株式会社仙台支店
6164487,国分関信越株式会社栃木支社
6164487,ＤＣＭ
6164488,イオンリテールストア東海カンパニー
6164489,マルヤス（大阪）
6164489,マルヤスホールディングス
6164490,トモシア株式会社
6164490,トモシア
6164490,トモシア株式会社小田商店
6164500,マークスＨＤマエダ
6164500,マエダ（マークスグループ）
6164501,伊藤忠食品株式会社東日本営業部
6164501,アエナ
6164502,イオンリテールストア北関東カンパニー
6164503,ヴィルマルシェ
6164632,西條商事株式会社（ショージ／広島）
6164632,西條商事（ショージ／広島）
6164633,テンプラス（札幌／菓子卸）
6164634,協エイケイアール食品小売共栄会
6164634,ＡＫＲ共栄会（大阪）
6164634,加藤産業株式会社南近畿支社阪和支店
6164634,加藤産業株式会社西近畿支社神姫支店
6164635,楽天
6164635,三菱食品株式会社関西支社営業第三部
6164635,楽天株式会社
6164635,国分西日本株式会社近畿支社
6164635,国分首都圏株式会社ＧＭＳ営業部
6164636,東乾（大阪／卸）
6164637,ドン・キホーテ山梨
6164638,ホームセンターみつわ（福井）
6164639,霧島商会
6164640,有限会社神野商店（フードセンターかんの）
6164640,国分北海道株式会社
6164641,市印相沢食料百貨店
6164641,国分北海道株式会社
6164642,有限会社クレユー（広島菓子卸）
6164643,有限会社横越マルフネ（新潟）
6164644,フーズマーケットホック（島根）
6164644,国分西日本株式会社山陰支店
6164645,アークランズ株式会社（ムサシ食品館）
6164645,アークランズ（ムサシ食品館）
6164646,アドバンスクリヤマ（スパーマーケットシミズヤ）
6164647,有限会社仲村商店
6164648,ＳＹＮＡＢＩＺ（品川／ＥＣ）
6164649,ヨシゾノ食品有限会社（宮崎卸）
6164650,ケンメイ（静岡／卸）
6164651,いりき
6164651,スーパードラッグいりき（宮崎）
6164652,有限会社森原商店
6164652,藤徳物産株式会社岡山支店
6164652,加藤産業株式会社中四国支社岡山支店
6164653,キャリテック株式会社
6164653,キャリテック
6164654,リカー＆ドラッグ四ツ目屋
6164660,茨城大学生活協同組合
6164661,有佐スーパー（熊本／ありさスーパー）
6164662,ＪＡ静岡経済連
6164663,ニューマルシェ（大阪）
6164664,入来薬品有限会社（宮崎）
6164665,協同組合熊本スーパーマーケットグループ（ＣＧＣ）
6164666,ユアピース（大阪）
6164667,エムマート（熊本）
6164668,国分西日本株式会社近畿支社
6164668,大学生活協同組合関西北陸事業連合
6164669,ＴＫＯ物産（大阪／アジアンフーズ）
6164669,ＴＫＯ物産株式会社（大阪／アジアンフーズ）
6164670,角田商店
6164671,しげのや（千葉）
6164672,国分北海道株式会社
6164672,テキサス（帯広）
6164673,Ｉ＆Ｈ（阪神調剤薬局）
6164673,Ｉ＆Ｈ株式会社（阪神調剤薬局）
6164674,鹿児島大学生活協同組合
6164675,サンエイ（長野Ｐ店）
6164676,エクスプライス株式会社（東京／ＥＣ／ＤＣＭ）
6164676,エクスプライス（東京／ＥＣ／ＤＣＭ）
6164677,有限会社末広マート
6164677,ＴＨＤ四国株式会社末広
6164677,有限会社末広マート（松山）
6164678,渋谷レックス
6164679,なか六新鮮屋（福岡）
6164680,たけさわストア（岩手）
6164681,国分九州株式会社熊本支店
6164681,田中八商店（熊本）
6164682,神戸市小売市場連合会
6164683,奈良ドラッグ（エムズ）
6164930,東海コープ事業連合（ぎふ・あいち・みえ）
6164930,国分中部株式会社
6164931,西村ジョイ株式会社
6164931,西村ジョイ
6196160,爽快ドラッグ
6196160,三菱食品株式会社営業第二本部神奈川エリアオフィス
6196161,グッデイ
6196161,三井食品株式会社九州支社北部九州営業室
6196410,エンド商事株式会社（大阪業務用卸）
6196410,伊藤忠食品株式会社西日本営業部
6196410,エンド商事（大阪業務用卸）
6196411,万代（宮城）
6196411,万代エンターテインメント
6196411,万代
6196420,辛メーター
6196420,辛メーター株式会社
6196990,大黒
6197370,関西陸運
6197370,関西陸運株式会社
6197371,セルシオ（鶴見）
6197372,フォーシーズＨＤ
6197372,フォーシーズＨＤ（福岡）
6197373,特鮮食品卸ベンダーアロス尾張旭店
6197374,有限会社ショップ味っ子
6197375,東陽物流株式会社尾張西営業所
6197375,東陽物流尾張西営業所
6197376,ビック酒販（ビックカメラ）
6197377,東京ロジテック
6197378,三井食品株式会社首都圏支社東京営業部営業第一室
6197378,平野ストアー
6197379,釜利谷米穀店
6197620,鹿島食品
6197620,鹿島食品株式会社
6200820,なの花西日本
6201230,マルイ（新潟）
6201750,迫田
